,User,CREATED_AT,LABEL,stemming_words,LIKE COUNT,FOLLOWERS COUNT
1274,1.42E+18,7/28/2021 18:13,Other,සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා ඊයේ මරණ වාර්තාකර තිබේ තහවුරු කරන ලද මරණ අතුරින් දෙනෙකු පිරිමි පුද්ගලයින් ඉතිරි දෙනා කාන්තාවන් වේ මියගිය පුද්ගලයින් අතරින් එක් අයෙකු වයස අවුරුදු අඩු වයස් සීමාවේ පසු වූ මරණකරුවෙක,0,6740
1278,1.42E+18,7/28/2021 16:11,Other,අද දිනයේ හඳුනාගත සමස්ත කොවිඩ් ආසාදිතයින් ගණන සක්රිය සිටින කොවිඩ් ආසාදිතයින් සංඛ්යාව ඊයේ දිනයේ කොවිඩ් මරණ වාර්තා වී තිබෙනව සමස්ත මරණ සංඛ්යාව ඉහල ගොස් තිබෙනව,27,2875
1280,1.42E+18,7/28/2021 15:48,Other,දිනක් කොවිඩ් මරණ,7,1007
1284,1.42E+18,7/28/2021 15:37,Other,ඊයේ වූ කොරෝනා මරණ සංඛ්යාව,0,35
1286,1.42E+18,7/28/2021 15:34,Other,වෛද්ය පද්මා ගුණරත්න පුරෝකථනය කළ හතරවන රැල්ල ආරම්භයද අද කොවිඩ් මරණ ඉන් ක්ම වයස ජ්යෙෂ්ඨ පුරවැසියන්,0,3245
1288,1.42E+18,7/28/2021 15:30,Other,කොවිඩ් මරණ කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා තහවුරු කර තිබේ විස්තර,6,110509
1290,1.42E+18,7/27/2021 6:51,Crime,ඉෂාලිනිගේ මරණ පරීක්ෂණයට දේශපාලන බලපෑම්,0,704
1296,1.42E+18,7/27/2021 2:09,Crime,දියණියගේ මරණ පරීක්ෂණය කලේ මුස්ලිම් දොස්තර කෙනෙක් පැමිණිල්ල ලිවුවේ මුස්ලිම් පොලිස් නිලධාරියෙක් කිසිවක් පිලිගන්න බෑ දැරියගේ මව,0,1631
1300,1.42E+18,7/27/2021 1:27,Other,පිරිතෙන් ප්රතිපල ලැබීම එය පුද්ගලයෙකු සජ්ජායනය කිරීම වැදගත්ය එහි ප්රතිපල ල,1,317
1302,1.42E+18,7/27/2021 1:06,Crime,රිෂාඩ් බදියුදීන් හිටපු අමාත්යවරයාගේ නිවසේ ගිනි ඇවිලීමකින් මරණයට පත් තම දියණියගේ මරණ පරීක්ෂණය සිදුකර ඇත්තේ මුස්ලිම් ජාතික වෛද්යවරයෙකු බොරැල්ල පොලිසියේදී අදාල පැමිණිල්ල ලිවුවේ මුස්ලිම් පොලිස් නිලධාරියෙක් වාර්තා පිළිගත නොහැකි මියගිය දැරියගේ මව සඳහන් කරයි,0,830
